SEQN,Gender,Age,BodyWeight
102800,M,65,69.7
102801,F,58,83.4
102802,M,25,69
102803,F,9,28.3
102804,M,30,NA
102805,M,60,70.6
102806,F,2,10.1
102807,M,79,130
102808,M,62,94.1
102809,M,24,90.5
102810,F,16,95.6
102811,F,41,65.8
102812,F,4,16.2
102813,M,0,7.1
102814,M,11,57.7
102815,M,80,50.9
102816,F,42,75.3
102817,M,2,14.3
102818,M,4,21.1
102819,F,48,70.9
102820,F,57,74.6
102821,F,35,80
102822,F,16,51.2
102823,F,55,64.2
102824,F,0,9.8
102825,F,80,NA
102826,F,58,72.7
102827,M,14,78.9
102828,F,80,80.2
102829,M,2,14.2
102830,M,8,54.9
102831,F,51,57.9
102832,M,29,65.5
102833,M,25,77.1
102834,M,57,111.4
102835,F,67,89.6
102836,M,40,93.4
102837,F,19,70.2
102838,M,41,102
102839,M,1,13
102840,M,0,8.2
102841,M,78,79.5
102842,M,7,27.2
102843,M,1,10.2
102844,M,2,14.5
102845,M,63,63.8
102846,F,61,65.8
102847,F,30,62.7
102848,M,1,11.1
102849,M,29,81.3
102850,M,54,125.3
102851,M,58,105.5
102852,F,10,37.4
102853,M,45,61.9
102854,M,45,110.7
102855,M,61,76.2
102856,M,80,47.3
102857,F,14,60.3
102858,M,36,97.5
102859,F,8,45.5
102860,M,63,69.5
102861,F,41,156.3
102862,F,0,9.9
102863,F,61,81.1
102864,M,8,NA
102865,F,44,143.8
102866,F,73,83.4
102867,M,17,54.4
102868,F,70,54.7
102869,M,67,158.6
102870,F,51,67
102871,F,80,44.3
102872,F,44,76.5
102873,M,66,118.1
102874,M,3,NA
102875,M,61,74.3
102876,M,65,79.8
102877,F,17,68.7
102878,M,61,102.4
102879,M,21,122.3
102880,F,51,59.8
102881,M,4,19.4
102882,M,8,32
102883,M,80,89.5
102884,M,32,90.4
102885,F,37,84.7
102886,F,50,73.1
102887,F,60,94.1
102888,M,5,NA
102889,M,47,99.9
102890,M,80,86.5
102891,M,9,36.5
102892,F,42,118.2
102893,F,44,73.8
102894,M,26,71.4
102895,M,43,117.8
102896,M,3,13.8
102897,M,1,12.6
102898,M,10,34.9
102899,F,20,69
102900,M,6,23.3
102901,M,66,108.6
102902,M,1,NA
102903,F,20,70.1
102904,F,75,65.1
102905,F,13,68.6
102906,M,9,33
102907,F,47,73.2
102908,M,51,73.3
102909,M,12,33.4
102910,M,71,97.5
102911,F,55,57
102912,F,11,66.9
102913,F,39,94.1
102914,F,73,48.7
102915,F,14,61.4
102916,M,66,68.2
102917,F,61,69.2
102918,M,33,64.3
102919,M,0,7.2
102920,F,62,73
102921,M,53,89.3
102922,M,31,63.3
102923,F,43,106.1
102924,F,75,129.2
102925,M,3,16.4
102926,F,15,51.4
102927,M,0,9.1
102928,M,0,NA
102929,M,60,116.7
102930,F,2,15.2
102931,F,11,NA
102932,F,3,16.3
102933,F,24,50.8
102934,M,48,83.7
102935,F,27,59.5
102936,M,1,10.2
102937,F,4,16.5
102938,F,5,22.5
102939,F,2,11.2
102940,F,77,NA
102941,F,14,43.6
102942,F,0,8.9
102943,F,48,122.7
102944,M,55,78.8
102945,M,15,66.5
102946,M,65,80.7
102947,M,75,73.2
102948,F,31,52.9
102949,M,33,76.9
102950,M,64,NA
102951,M,4,23.8
102952,F,70,49
102953,M,42,97.4
102954,F,41,69.1
102955,F,14,111.9
102956,M,38,111.5
